id_inscription,id_etudiant,annee_universitaire,type,date_inscription,filiere,niveau,annee
4581,2028,2024-2025,Nouveau,2019-02-19,Marketing,S6,2024-2025
4582,2028,2023-2024,Réinscrit,2019-01-08,Marketing,S4,2023-2024
4583,2028,2022-2023,Réinscrit,2022-08-10,Marketing,S1,2022-2023
4584,2028,2022-2023,Réinscrit,2023-12-23,Marketing,S4,2022-2023
4585,2029,2023-2024,Nouveau,2022-08-08,Marketing,S6,2023-2024
4586,2030,2020-2021,Nouveau,2022-12-05,Droit des Affaires,S1,2020-2021
4587,2030,2023-2024,Réinscrit,2019-08-22,Droit des Affaires,S4,2023-2024
4588,2030,2022-2023,Réinscrit,2019-09-13,Droit des Affaires,S1,2022-2023
4589,2030,2021-2022,Réinscrit,2019-09-21,Droit des Affaires,S4,2021-2022
4590,2031,2022-2023,Nouveau,2021-05-16,Droit des Affaires,S5,2022-2023
4591,2031,2023-2024,Réinscrit,2019-01-19,Droit des Affaires,S3,2023-2024
4592,2031,2022-2023,Réinscrit,2023-09-23,Droit des Affaires,S2,2022-2023
4593,2031,2024-2025,Réinscrit,2023-04-09,Droit des Affaires,S1,2024-2025
4594,2032,2021-2022,Nouveau,2018-12-25,Droit des Affaires,S5,2021-2022
4595,2033,2020-2021,Nouveau,2024-04-18,Finance & Comptabilité,S2,2020-2021
4596,2033,2023-2024,Réinscrit,2021-09-30,Finance & Comptabilité,S6,2023-2024
4597,2033,2024-2025,Réinscrit,2023-01-07,Finance & Comptabilité,S5,2024-2025
4598,2033,2020-2021,Réinscrit,2021-07-04,Finance & Comptabilité,S5,2020-2021
4599,2034,2024-2025,Nouveau,2024-03-04,Marketing,S2,2024-2025
4600,2035,2022-2023,Nouveau,2020-06-28,Génie Electrique,S1,2022-2023
4601,2035,2022-2023,Réinscrit,2022-05-20,Génie Electrique,S4,2022-2023
4602,2035,2020-2021,Réinscrit,2020-05-27,Génie Electrique,S1,2020-2021
4603,2035,2021-2022,Réinscrit,2024-01-27,Génie Electrique,S4,2021-2022
4604,2036,2020-2021,Nouveau,2023-01-04,Génie Electrique,S6,2020-2021
4605,2036,2021-2022,Réinscrit,2022-11-22,Génie Electrique,S1,2021-2022
4606,2037,2021-2022,Nouveau,2021-03-04,Génie Electrique,S3,2021-2022
4607,2037,2024-2025,Réinscrit,2024-03-13,Génie Electrique,S2,2024-2025
4608,2037,2023-2024,Réinscrit,2019-12-20,Génie Electrique,S1,2023-2024
4609,2038,2021-2022,Nouveau,2020-02-23,Génie Civil,S6,2021-2022
4610,2038,2024-2025,Réinscrit,2018-12-06,Génie Civil,S4,2024-2025
4611,2039,2022-2023,Nouveau,2023-06-28,Droit des Affaires,S1,2022-2023
4612,2039,2024-2025,Réinscrit,2022-10-18,Droit des Affaires,S6,2024-2025
4613,2039,2024-2025,Réinscrit,2019-11-10,Droit des Affaires,S4,2024-2025
4614,2039,2023-2024,Réinscrit,2019-01-16,Droit des Affaires,S3,2023-2024
4615,2040,2024-2025,Nouveau,2023-05-27,Droit des Affaires,S1,2024-2025
4616,2040,2020-2021,Réinscrit,2019-08-24,Droit des Affaires,S3,2020-2021
4617,2040,2022-2023,Réinscrit,2023-12-28,Droit des Affaires,S4,2022-2023
4618,2040,2024-2025,Réinscrit,2021-05-24,Droit des Affaires,S2,2024-2025
4619,2041,2020-2021,Nouveau,2020-06-25,Marketing,S1,2020-2021
4620,2042,2021-2022,Nouveau,2023-09-02,Génie Informatique,S6,2021-2022
4621,2042,2024-2025,Réinscrit,2022-11-08,Génie Informatique,S5,2024-2025
4622,2043,2023-2024,Nouveau,2019-06-01,Finance & Comptabilité,S6,2023-2024
4623,2043,2021-2022,Réinscrit,2023-04-20,Finance & Comptabilité,S1,2021-2022
4624,2043,2024-2025,Réinscrit,2019-02-10,Finance & Comptabilité,S2,2024-2025
4625,2044,2021-2022,Nouveau,2022-01-13,Marketing,S2,2021-2022
4626,2044,2023-2024,Réinscrit,2018-10-16,Marketing,S3,2023-2024
4627,2045,2024-2025,Nouveau,2018-10-20,Génie Civil,S1,2024-2025
4628,2046,2024-2025,Nouveau,2024-08-13,Génie Informatique,S1,2024-2025
4629,2046,2022-2023,Réinscrit,2020-03-15,Génie Informatique,S3,2022-2023
4630,2046,2021-2022,Réinscrit,2024-01-20,Génie Informatique,S2,2021-2022
4631,2047,2023-2024,Nouveau,2024-01-12,Droit des Affaires,S4,2023-2024
4632,2047,2021-2022,Réinscrit,2019-10-11,Droit des Affaires,S2,2021-2022
4633,2048,2024-2025,Nouveau,2024-09-26,Finance & Comptabilité,S1,2024-2025
4634,2048,2021-2022,Réinscrit,2020-02-03,Finance & Comptabilité,S5,2021-2022
4635,2048,2021-2022,Réinscrit,2019-06-06,Finance & Comptabilité,S4,2021-2022
4636,2048,2024-2025,Réinscrit,2019-06-25,Finance & Comptabilité,S5,2024-2025
4637,2049,2021-2022,Nouveau,2023-04-21,Génie Informatique,S6,2021-2022
4638,2049,2022-2023,Réinscrit,2021-03-12,Génie Informatique,S3,2022-2023
4639,2050,2020-2021,Nouveau,2023-07-05,Finance & Comptabilité,S1,2020-2021
4640,2050,2022-2023,Réinscrit,2023-02-03,Finance & Comptabilité,S1,2022-2023
4641,2050,2021-2022,Réinscrit,2022-11-09,Finance & Comptabilité,S4,2021-2022
4642,2050,2023-2024,Réinscrit,2021-03-09,Finance & Comptabilité,S6,2023-2024
4643,2051,2023-2024,Nouveau,2024-05-19,Génie Electrique,S4,2023-2024
4644,2051,2021-2022,Réinscrit,2021-05-16,Génie Electrique,S5,2021-2022
4645,2052,2023-2024,Nouveau,2019-07-05,Droit des Affaires,S4,2023-2024
4646,2052,2024-2025,Réinscrit,2019-01-05,Droit des Affaires,S4,2024-2025
4647,2052,2020-2021,Réinscrit,2019-08-14,Droit des Affaires,S6,2020-2021
4648,2053,2020-2021,Nouveau,2022-10-23,Droit des Affaires,S3,2020-2021
4649,2053,2023-2024,Réinscrit,2021-10-25,Droit des Affaires,S4,2023-2024
4650,2054,2022-2023,Nouveau,2024-09-01,Droit des Affaires,S5,2022-2023
4651,2054,2022-2023,Réinscrit,2022-02-14,Droit des Affaires,S4,2022-2023
4652,2054,2024-2025,Réinscrit,2024-02-19,Droit des Affaires,S4,2024-2025
4653,2055,2023-2024,Nouveau,2022-06-12,Finance & Comptabilité,S1,2023-2024
4654,2055,2023-2024,Réinscrit,2022-07-04,Finance & Comptabilité,S5,2023-2024
4655,2056,2022-2023,Nouveau,2021-09-03,Finance & Comptabilité,S3,2022-2023
4656,2057,2024-2025,Nouveau,2024-06-04,Génie Civil,S2,2024-2025
4657,2057,2022-2023,Réinscrit,2022-04-20,Génie Civil,S2,2022-2023
4658,2057,2024-2025,Réinscrit,2020-10-23,Génie Civil,S3,2024-2025
4659,2058,2021-2022,Nouveau,2022-06-04,Génie Civil,S5,2021-2022
4660,2058,2023-2024,Réinscrit,2021-10-15,Génie Civil,S3,2023-2024
4661,2058,2024-2025,Réinscrit,2023-06-03,Génie Civil,S6,2024-2025
4662,2059,2024-2025,Nouveau,2020-03-24,Génie Civil,S6,2024-2025
4663,2059,2022-2023,Réinscrit,2020-10-18,Génie Civil,S6,2022-2023
4664,2060,2024-2025,Nouveau,2022-04-08,Marketing,S2,2024-2025
4665,2060,2023-2024,Réinscrit,2024-07-01,Marketing,S2,2023-2024
4666,2060,2020-2021,Réinscrit,2021-12-07,Marketing,S6,2020-2021
4667,2061,2021-2022,Nouveau,2022-06-13,Génie Electrique,S2,2021-2022
4668,2061,2023-2024,Réinscrit,2022-11-14,Génie Electrique,S2,2023-2024
4669,2062,2023-2024,Nouveau,2021-09-13,Génie Electrique,S5,2023-2024
4670,2062,2023-2024,Réinscrit,2024-09-10,Génie Electrique,S3,2023-2024
4671,2062,2021-2022,Réinscrit,2021-07-10,Génie Electrique,S5,2021-2022
4672,2062,2020-2021,Réinscrit,2021-07-01,Génie Electrique,S1,2020-2021
4673,2063,2024-2025,Nouveau,2023-01-28,Finance & Comptabilité,S1,2024-2025
4674,2063,2020-2021,Réinscrit,2020-10-13,Finance & Comptabilité,S3,2020-2021
4675,2063,2023-2024,Réinscrit,2023-10-07,Finance & Comptabilité,S5,2023-2024
4676,2063,2024-2025,Réinscrit,2021-10-09,Finance & Comptabilité,S5,2024-2025
4677,2064,2021-2022,Nouveau,2021-08-24,Génie Civil,S1,2021-2022
4678,2064,2023-2024,Réinscrit,2024-02-27,Génie Civil,S5,2023-2024
4679,2064,2020-2021,Réinscrit,2024-01-04,Génie Civil,S4,2020-2021
4680,2064,2023-2024,Réinscrit,2022-03-06,Génie Civil,S1,2023-2024
4681,2065,2021-2022,Nouveau,2020-01-17,Droit des Affaires,S3,2021-2022
4682,2065,2020-2021,Réinscrit,2019-02-16,Droit des Affaires,S1,2020-2021
4683,2066,2020-2021,Nouveau,2024-09-01,Droit des Affaires,S3,2020-2021
4684,2066,2021-2022,Réinscrit,2019-09-28,Droit des Affaires,S6,2021-2022
4685,2066,2023-2024,Réinscrit,2020-12-18,Droit des Affaires,S1,2023-2024
4686,2067,2020-2021,Nouveau,2019-12-01,Génie Electrique,S3,2020-2021
4687,2068,2022-2023,Nouveau,2023-06-27,Génie Electrique,S2,2022-2023
4688,2068,2021-2022,Réinscrit,2021-02-19,Génie Electrique,S5,2021-2022
4689,2068,2024-2025,Réinscrit,2021-08-28,Génie Electrique,S5,2024-2025
4690,2069,2021-2022,Nouveau,2020-05-14,Finance & Comptabilité,S1,2021-2022
4691,2069,2024-2025,Réinscrit,2022-03-21,Finance & Comptabilité,S2,2024-2025
4692,2069,2021-2022,Réinscrit,2022-12-18,Finance & Comptabilité,S2,2021-2022
4693,2070,2021-2022,Nouveau,2019-09-09,Finance & Comptabilité,S5,2021-2022
4694,2071,2023-2024,Nouveau,2020-01-24,Génie Informatique,S1,2023-2024
4695,2071,2021-2022,Réinscrit,2023-03-23,Génie Informatique,S2,2021-2022
4696,2071,2021-2022,Réinscrit,2023-10-27,Génie Informatique,S5,2021-2022
4697,2072,2021-2022,Nouveau,2021-02-19,Génie Informatique,S3,2021-2022
4698,2072,2020-2021,Réinscrit,2018-09-13,Génie Informatique,S2,2020-2021
4699,2073,2023-2024,Nouveau,2023-01-01,Finance & Comptabilité,S4,2023-2024
4700,2073,2021-2022,Réinscrit,2021-04-09,Finance & Comptabilité,S1,2021-2022
4701,2073,2020-2021,Réinscrit,2023-04-01,Finance & Comptabilité,S6,2020-2021
4702,2074,2023-2024,Nouveau,2020-05-08,Génie Informatique,S6,2023-2024
4703,2074,2023-2024,Réinscrit,2022-12-06,Génie Informatique,S1,2023-2024
4704,2074,2024-2025,Réinscrit,2021-09-17,Génie Informatique,S2,2024-2025
4705,2074,2023-2024,Réinscrit,2023-07-25,Génie Informatique,S5,2023-2024
4706,2075,2022-2023,Nouveau,2018-11-24,Génie Electrique,S4,2022-2023
4707,2075,2024-2025,Réinscrit,2023-01-06,Génie Electrique,S4,2024-2025
4708,2075,2024-2025,Réinscrit,2020-12-20,Génie Electrique,S3,2024-2025
4709,2076,2020-2021,Nouveau,2022-11-25,Finance & Comptabilité,S2,2020-2021
4710,2076,2023-2024,Réinscrit,2020-12-27,Finance & Comptabilité,S2,2023-2024
4711,2077,2022-2023,Nouveau,2023-03-18,Finance & Comptabilité,S3,2022-2023
4712,2077,2021-2022,Réinscrit,2021-12-04,Finance & Comptabilité,S2,2021-2022
4713,2077,2023-2024,Réinscrit,2023-12-07,Finance & Comptabilité,S1,2023-2024
4714,2078,2020-2021,Nouveau,2023-09-27,Génie Civil,S6,2020-2021
4715,2078,2020-2021,Réinscrit,2023-01-10,Génie Civil,S5,2020-2021
4716,2079,2022-2023,Nouveau,2022-12-09,Génie Electrique,S1,2022-2023
4717,2079,2023-2024,Réinscrit,2023-07-24,Génie Electrique,S6,2023-2024
4718,2079,2023-2024,Réinscrit,2023-06-04,Génie Electrique,S1,2023-2024
4719,2080,2022-2023,Nouveau,2022-07-28,Génie Electrique,S2,2022-2023
4720,2080,2022-2023,Réinscrit,2022-10-11,Génie Electrique,S3,2022-2023
4721,2080,2023-2024,Réinscrit,2020-06-09,Génie Electrique,S2,2023-2024
4722,2080,2021-2022,Réinscrit,2024-06-19,Génie Electrique,S5,2021-2022
4723,2081,2020-2021,Nouveau,2022-12-11,Marketing,S3,2020-2021
4724,2081,2020-2021,Réinscrit,2021-03-25,Marketing,S1,2020-2021
4725,2082,2020-2021,Nouveau,2019-03-25,Marketing,S3,2020-2021
4726,2082,2020-2021,Réinscrit,2024-07-22,Marketing,S3,2020-2021
4727,2083,2021-2022,Nouveau,2021-12-14,Génie Civil,S2,2021-2022
4728,2083,2023-2024,Réinscrit,2021-10-15,Génie Civil,S2,2023-2024
4729,2083,2021-2022,Réinscrit,2023-04-05,Génie Civil,S3,2021-2022
4730,2083,2021-2022,Réinscrit,2024-07-03,Génie Civil,S1,2021-2022
4731,2084,2020-2021,Nouveau,2019-04-02,Marketing,S5,2020-2021
4732,2084,2021-2022,Réinscrit,2021-11-24,Marketing,S5,2021-2022
4733,2085,2023-2024,Nouveau,2020-07-19,Génie Informatique,S2,2023-2024
4734,2085,2020-2021,Réinscrit,2020-11-09,Génie Informatique,S5,2020-2021
4735,2085,2020-2021,Réinscrit,2019-06-03,Génie Informatique,S1,2020-2021
4736,2085,2022-2023,Réinscrit,2020-09-02,Génie Informatique,S5,2022-2023
4737,2086,2023-2024,Nouveau,2022-10-21,Finance & Comptabilité,S6,2023-2024
4738,2087,2021-2022,Nouveau,2024-08-25,Droit des Affaires,S2,2021-2022
4739,2087,2021-2022,Réinscrit,2018-10-06,Droit des Affaires,S3,2021-2022
4740,2088,2022-2023,Nouveau,2024-06-03,Génie Informatique,S1,2022-2023
4741,2088,2024-2025,Réinscrit,2024-04-28,Génie Informatique,S1,2024-2025
4742,2089,2021-2022,Nouveau,2020-07-16,Génie Electrique,S1,2021-2022
4743,2089,2023-2024,Réinscrit,2020-05-31,Génie Electrique,S2,2023-2024
4744,2089,2021-2022,Réinscrit,2022-10-14,Génie Electrique,S5,2021-2022
4745,2089,2022-2023,Réinscrit,2023-11-08,Génie Electrique,S2,2022-2023
4746,2090,2021-2022,Nouveau,2019-11-25,Marketing,S6,2021-2022
4747,2090,2021-2022,Réinscrit,2020-06-25,Marketing,S6,2021-2022
4748,2090,2024-2025,Réinscrit,2019-02-21,Marketing,S1,2024-2025
4749,2090,2023-2024,Réinscrit,2020-03-10,Marketing,S1,2023-2024
4750,2091,2023-2024,Nouveau,2024-08-06,Droit des Affaires,S4,2023-2024
4751,2091,2023-2024,Réinscrit,2024-09-26,Droit des Affaires,S6,2023-2024
4752,2091,2023-2024,Réinscrit,2024-07-21,Droit des Affaires,S4,2023-2024
4753,2092,2024-2025,Nouveau,2023-03-18,Génie Informatique,S3,2024-2025
4754,2092,2024-2025,Réinscrit,2023-03-28,Génie Informatique,S2,2024-2025
4755,2092,2024-2025,Réinscrit,2024-04-08,Génie Informatique,S2,2024-2025
4756,2093,2021-2022,Nouveau,2019-06-28,Génie Electrique,S5,2021-2022
4757,2094,2022-2023,Nouveau,2019-12-18,Marketing,S5,2022-2023
4758,2094,2023-2024,Réinscrit,2022-12-16,Marketing,S4,2023-2024
4759,2094,2022-2023,Réinscrit,2022-11-09,Marketing,S1,2022-2023
4760,2095,2023-2024,Nouveau,2020-11-22,Finance & Comptabilité,S1,2023-2024
4761,2095,2021-2022,Réinscrit,2023-07-20,Finance & Comptabilité,S6,2021-2022
4762,2095,2021-2022,Réinscrit,2023-09-17,Finance & Comptabilité,S5,2021-2022
4763,2096,2022-2023,Nouveau,2023-02-10,Finance & Comptabilité,S2,2022-2023
4764,2096,2021-2022,Réinscrit,2018-11-07,Finance & Comptabilité,S2,2021-2022
4765,2097,2022-2023,Nouveau,2024-02-15,Marketing,S4,2022-2023
4766,2097,2023-2024,Réinscrit,2023-11-19,Marketing,S3,2023-2024
4767,2097,2021-2022,Réinscrit,2023-11-11,Marketing,S2,2021-2022
4768,2097,2023-2024,Réinscrit,2019-03-30,Marketing,S2,2023-2024
4769,2098,2020-2021,Nouveau,2021-12-24,Finance & Comptabilité,S3,2020-2021
4770,2098,2020-2021,Réinscrit,2022-08-06,Finance & Comptabilité,S4,2020-2021
4771,2099,2023-2024,Nouveau,2019-07-17,Génie Civil,S5,2023-2024
4772,2099,2022-2023,Réinscrit,2022-08-24,Génie Civil,S5,2022-2023
4773,2099,2024-2025,Réinscrit,2024-01-07,Génie Civil,S1,2024-2025
4774,2099,2023-2024,Réinscrit,2019-06-05,Génie Civil,S3,2023-2024
4775,2100,2021-2022,Nouveau,2022-02-23,Marketing,S5,2021-2022
4776,2100,2021-2022,Réinscrit,2018-10-16,Marketing,S1,2021-2022
4777,2100,2021-2022,Réinscrit,2021-09-09,Marketing,S1,2021-2022
4778,2101,2024-2025,Nouveau,2021-02-12,Génie Civil,S6,2024-2025
4779,2102,2020-2021,Nouveau,2023-09-11,Marketing,S4,2020-2021
4780,2102,2022-2023,Réinscrit,2023-10-30,Marketing,S3,2022-2023
4781,2102,2024-2025,Réinscrit,2022-04-30,Marketing,S3,2024-2025
4782,2103,2020-2021,Nouveau,2024-06-18,Génie Civil,S5,2020-2021
4783,2103,2020-2021,Réinscrit,2023-08-01,Génie Civil,S4,2020-2021
4784,2103,2023-2024,Réinscrit,2024-06-06,Génie Civil,S1,2023-2024
4785,2104,2021-2022,Nouveau,2022-11-26,Finance & Comptabilité,S3,2021-2022
4786,2105,2022-2023,Nouveau,2020-04-12,Finance & Comptabilité,S2,2022-2023
4787,2105,2021-2022,Réinscrit,2019-09-17,Finance & Comptabilité,S5,2021-2022
4788,2105,2023-2024,Réinscrit,2021-10-04,Finance & Comptabilité,S4,2023-2024
4789,2105,2021-2022,Réinscrit,2019-02-19,Finance & Comptabilité,S1,2021-2022
4790,2106,2020-2021,Nouveau,2020-02-27,Génie Informatique,S2,2020-2021
4791,2106,2023-2024,Réinscrit,2020-11-02,Génie Informatique,S4,2023-2024
4792,2106,2021-2022,Réinscrit,2023-06-15,Génie Informatique,S5,2021-2022
4793,2107,2021-2022,Nouveau,2018-09-03,Génie Electrique,S1,2021-2022
4794,2107,2021-2022,Réinscrit,2019-02-01,Génie Electrique,S3,2021-2022
4795,2107,2023-2024,Réinscrit,2019-05-29,Génie Electrique,S2,2023-2024
4796,2108,2021-2022,Nouveau,2024-03-14,Génie Civil,S1,2021-2022
4797,2108,2020-2021,Réinscrit,2023-10-27,Génie Civil,S3,2020-2021
4798,2108,2024-2025,Réinscrit,2022-11-03,Génie Civil,S4,2024-2025
4799,2108,2022-2023,Réinscrit,2022-05-17,Génie Civil,S6,2022-2023
4800,2109,2024-2025,Nouveau,2020-05-30,Droit des Affaires,S6,2024-2025
4801,2109,2024-2025,Réinscrit,2024-07-01,Droit des Affaires,S6,2024-2025
4802,2109,2022-2023,Réinscrit,2021-06-01,Droit des Affaires,S2,2022-2023
4803,2110,2023-2024,Nouveau,2024-02-01,Marketing,S3,2023-2024
4804,2111,2024-2025,Nouveau,2022-01-14,Finance & Comptabilité,S4,2024-2025
4805,2111,2023-2024,Réinscrit,2019-03-30,Finance & Comptabilité,S5,2023-2024
4806,2111,2022-2023,Réinscrit,2021-07-22,Finance & Comptabilité,S1,2022-2023
4807,2112,2024-2025,Nouveau,2021-03-04,Finance & Comptabilité,S2,2024-2025
4808,2112,2021-2022,Réinscrit,2023-11-15,Finance & Comptabilité,S2,2021-2022
4809,2113,2024-2025,Nouveau,2024-05-03,Marketing,S3,2024-2025
4810,2114,2023-2024,Nouveau,2023-05-15,Génie Electrique,S5,2023-2024
4811,2114,2022-2023,Réinscrit,2022-01-08,Génie Electrique,S1,2022-2023
4812,2114,2021-2022,Réinscrit,2020-06-27,Génie Electrique,S5,2021-2022
4813,2114,2023-2024,Réinscrit,2019-05-30,Génie Electrique,S3,2023-2024
4814,2115,2023-2024,Nouveau,2023-03-21,Marketing,S4,2023-2024
4815,2116,2023-2024,Nouveau,2023-12-22,Droit des Affaires,S1,2023-2024
4816,2116,2022-2023,Réinscrit,2022-10-27,Droit des Affaires,S1,2022-2023
4817,2117,2021-2022,Nouveau,2024-02-14,Génie Civil,S4,2021-2022
4818,2117,2023-2024,Réinscrit,2021-01-24,Génie Civil,S4,2023-2024
4819,2117,2023-2024,Réinscrit,2021-04-21,Génie Civil,S3,2023-2024
4820,2118,2024-2025,Nouveau,2020-07-07,Génie Civil,S3,2024-2025
4821,2118,2021-2022,Réinscrit,2022-05-02,Génie Civil,S5,2021-2022
4822,2119,2020-2021,Nouveau,2019-10-18,Droit des Affaires,S1,2020-2021
4823,2119,2020-2021,Réinscrit,2018-10-05,Droit des Affaires,S2,2020-2021
4824,2119,2024-2025,Réinscrit,2023-06-22,Droit des Affaires,S4,2024-2025
4825,2119,2020-2021,Réinscrit,2020-05-15,Droit des Affaires,S1,2020-2021
4826,2120,2023-2024,Nouveau,2020-08-28,Droit des Affaires,S1,2023-2024
4827,2121,2022-2023,Nouveau,2022-10-12,Génie Informatique,S6,2022-2023
4828,2121,2022-2023,Réinscrit,2019-08-25,Génie Informatique,S1,2022-2023
4829,2122,2022-2023,Nouveau,2022-05-15,Droit des Affaires,S1,2022-2023
4830,2122,2020-2021,Réinscrit,2019-08-04,Droit des Affaires,S1,2020-2021
4831,2123,2021-2022,Nouveau,2020-07-28,Droit des Affaires,S4,2021-2022
4832,2124,2020-2021,Nouveau,2021-08-30,Marketing,S5,2020-2021
4833,2124,2022-2023,Réinscrit,2024-07-25,Marketing,S1,2022-2023
4834,2124,2024-2025,Réinscrit,2021-11-09,Marketing,S2,2024-2025
4835,2124,2020-2021,Réinscrit,2023-11-07,Marketing,S5,2020-2021
4836,2125,2021-2022,Nouveau,2024-06-09,Finance & Comptabilité,S1,2021-2022
4837,2125,2023-2024,Réinscrit,2021-03-05,Finance & Comptabilité,S6,2023-2024
4838,2125,2022-2023,Réinscrit,2019-01-10,Finance & Comptabilité,S4,2022-2023
4839,2126,2021-2022,Nouveau,2023-12-20,Génie Informatique,S4,2021-2022
4840,2126,2022-2023,Réinscrit,2024-05-16,Génie Informatique,S3,2022-2023
4841,2126,2022-2023,Réinscrit,2023-03-01,Génie Informatique,S4,2022-2023
4842,2127,2022-2023,Nouveau,2022-04-30,Marketing,S2,2022-2023
4843,2127,2021-2022,Réinscrit,2023-11-03,Marketing,S2,2021-2022
4844,2128,2020-2021,Nouveau,2019-07-23,Marketing,S1,2020-2021
4845,2128,2024-2025,Réinscrit,2019-12-27,Marketing,S2,2024-2025
4846,2129,2023-2024,Nouveau,2020-01-30,Finance & Comptabilité,S2,2023-2024
4847,2130,2022-2023,Nouveau,2022-05-25,Génie Electrique,S6,2022-2023
4848,2131,2024-2025,Nouveau,2021-05-07,Marketing,S6,2024-2025
4849,2131,2023-2024,Réinscrit,2023-07-20,Marketing,S4,2023-2024
4850,2131,2020-2021,Réinscrit,2022-01-22,Marketing,S6,2020-2021
4851,2132,2023-2024,Nouveau,2019-01-17,Génie Informatique,S3,2023-2024
4852,2132,2021-2022,Réinscrit,2023-01-18,Génie Informatique,S2,2021-2022
4853,2133,2020-2021,Nouveau,2019-03-20,Finance & Comptabilité,S1,2020-2021
4854,2133,2022-2023,Réinscrit,2023-01-13,Finance & Comptabilité,S2,2022-2023
4855,2133,2023-2024,Réinscrit,2023-11-12,Finance & Comptabilité,S6,2023-2024
4856,2134,2022-2023,Nouveau,2023-09-16,Génie Civil,S2,2022-2023
4857,2134,2022-2023,Réinscrit,2023-05-27,Génie Civil,S6,2022-2023
4858,2134,2022-2023,Réinscrit,2020-09-23,Génie Civil,S1,2022-2023
4859,2134,2021-2022,Réinscrit,2021-06-23,Génie Civil,S4,2021-2022
4860,2135,2023-2024,Nouveau,2022-06-02,Génie Electrique,S2,2023-2024
4861,2136,2021-2022,Nouveau,2021-05-11,Finance & Comptabilité,S5,2021-2022
4862,2137,2022-2023,Nouveau,2020-12-07,Génie Informatique,S6,2022-2023
4863,2137,2021-2022,Réinscrit,2023-05-09,Génie Informatique,S1,2021-2022
4864,2137,2020-2021,Réinscrit,2022-09-17,Génie Informatique,S6,2020-2021
4865,2137,2022-2023,Réinscrit,2022-11-06,Génie Informatique,S3,2022-2023
4866,2138,2020-2021,Nouveau,2024-01-30,Marketing,S5,2020-2021
4867,2139,2021-2022,Nouveau,2020-04-28,Génie Informatique,S3,2021-2022
4868,2139,2024-2025,Réinscrit,2021-09-25,Génie Informatique,S5,2024-2025
4869,2140,2024-2025,Nouveau,2020-11-14,Droit des Affaires,S4,2024-2025
4870,2140,2020-2021,Réinscrit,2023-10-08,Droit des Affaires,S6,2020-2021
4871,2140,2024-2025,Réinscrit,2021-12-02,Droit des Affaires,S5,2024-2025
4872,2140,2023-2024,Réinscrit,2019-03-02,Droit des Affaires,S3,2023-2024
4873,2141,2020-2021,Nouveau,2023-03-27,Marketing,S5,2020-2021
4874,2141,2020-2021,Réinscrit,2023-12-27,Marketing,S4,2020-2021
4875,2141,2023-2024,Réinscrit,2021-04-03,Marketing,S3,2023-2024
4876,2142,2023-2024,Nouveau,2021-08-20,Finance & Comptabilité,S3,2023-2024
4877,2142,2020-2021,Réinscrit,2021-03-28,Finance & Comptabilité,S6,2020-2021
4878,2143,2023-2024,Nouveau,2021-08-22,Génie Electrique,S1,2023-2024
4879,2143,2024-2025,Réinscrit,2021-03-27,Génie Electrique,S1,2024-2025
4880,2143,2021-2022,Réinscrit,2023-09-15,Génie Electrique,S2,2021-2022
4881,2144,2020-2021,Nouveau,2023-06-28,Finance & Comptabilité,S1,2020-2021
4882,2144,2020-2021,Réinscrit,2021-09-25,Finance & Comptabilité,S5,2020-2021
4883,2144,2024-2025,Réinscrit,2023-05-05,Finance & Comptabilité,S1,2024-2025
4884,2144,2024-2025,Réinscrit,2022-02-06,Finance & Comptabilité,S5,2024-2025
